Sort,Planted,index,NIR_plate,experiment code,note1,Culture Number,Genotype,Isolate,NIR_plate_kernels,kernels,Positions,indexed,Seed treatment 1,Seed treatment 2,Date planted,Time watered,Base Soil Type,Honeycomb media,Rack,camera,Tray Position,Emergence Temperature,Date Transfer to emergence temperature,Time Transfer to 24C,Date time,initial picture date,initial picture time,Date Time,image capture interval (min),images captured,Time Between Transfer and first Picture (hrs),iplant directory,Colaborator,Handscored,HandScore_Location,ForImageProcessing,ForImageProcessing_Note,
1247,yes,20171113_tray4,04_core40_cold,2017A_Core40,,17A-8542,B97,B97,k8:k14,7,A08:G08,yes,5C,none,20171113,10:30,ProMix BX,ProMix BX,1,2,distal,24,20171119,12:00,11/19/2017 12:00,20171121,12:00,11/21/2017 12:00,30,300,48,/iplant/home/jgustin/maizeData/coleoptileEmergence/20171121_Rack1_Camera2,,no,NA,yes,NA,
1248,yes,20171113_tray4,05_core40_cold,2017A_Core40,,17A-8544,CML052,CML052,k8:k14,7,A09:G09,yes,5C,none,20171113,10:30,ProMix BX,ProMix BX,1,2,distal,24,20171119,12:00,11/19/2017 12:00,20171121,12:00,11/21/2017 12:00,30,300,48,/iplant/home/jgustin/maizeData/coleoptileEmergence/20171121_Rack1_Camera2,,no,NA,yes,NA,
1249,yes,20171113_tray4,06_core40_cold,2017A_Core40,,17A-8547,CML069,CML069,k8:k14,7,A10:G10,yes,5C,none,20171113,10:30,ProMix BX,ProMix BX,1,2,distal,24,20171119,12:00,11/19/2017 12:00,20171121,12:00,11/21/2017 12:00,30,300,48,/iplant/home/jgustin/maizeData/coleoptileEmergence/20171121_Rack1_Camera2,,no,NA,yes,NA,
1250,yes,20171113_tray4,07_core40_cold,2017A_Core40,,17A-8548,CML103,CML103,k8:k14,7,A11:G11,yes,5C,none,20171113,10:30,ProMix BX,ProMix BX,1,2,distal,24,20171119,12:00,11/19/2017 12:00,20171121,12:00,11/21/2017 12:00,30,300,48,/iplant/home/jgustin/maizeData/coleoptileEmergence/20171121_Rack1_Camera2,,no,NA,yes,NA,
1251,yes,20171113_tray4,08_core40_cold,2017A_Core40,,17A-8550,CML228,CML228,k8:k14,7,A12:G12,yes,5C,none,20171113,10:30,ProMix BX,ProMix BX,1,2,distal,24,20171119,12:00,11/19/2017 12:00,20171121,12:00,11/21/2017 12:00,30,300,48,/iplant/home/jgustin/maizeData/coleoptileEmergence/20171121_Rack1_Camera2,,no,NA,yes,NA,
1252,yes,20171113_tray5,09_core40_cold,2017A_Core40,,17A-8552,CML247,CML247,k8:k14,7,A01:G01,yes,5C,none,20171113,10:30,ProMix BX,ProMix BX,1,3,proximal,24,20171119,12:00,11/19/2017 12:00,20171121,12:00,11/21/2017 12:00,30,300,48,/iplant/home/jgustin/maizeData/coleoptileEmergence/20171121_Rack1_Camera3,,no,NA,yes,NA,
1253,yes,20171113_tray5,10_core40_cold,2017A_Core40,,17A-8554,CML322,CML322,k8:k14,7,A02:G02,yes,5C,none,20171113,10:30,ProMix BX,ProMix BX,1,3,proximal,24,20171119,12:00,11/19/2017 12:00,20171121,12:00,11/21/2017 12:00,30,300,48,/iplant/home/jgustin/maizeData/coleoptileEmergence/20171121_Rack1_Camera3,,no,NA,yes,NA,
1254,yes,20171113_tray5,11_core40_cold,2017A_Core40,,17A-8556,CML333,CML333,k8:k14,7,A03:G03,yes,5C,none,20171113,10:30,ProMix BX,ProMix BX,1,3,proximal,24,20171119,12:00,11/19/2017 12:00,20171121,12:00,11/21/2017 12:00,30,300,48,/iplant/home/jgustin/maizeData/coleoptileEmergence/20171121_Rack1_Camera3,,no,NA,yes,NA,
1255,yes,20171113_tray5,12_core40_cold,2017A_Core40,,17A-8558,Hp301,Hp301,k8:k14,7,A04:G04,yes,5C,none,20171113,10:30,ProMix BX,ProMix BX,1,3,proximal,24,20171119,12:00,11/19/2017 12:00,20171121,12:00,11/21/2017 12:00,30,300,48,/iplant/home/jgustin/maizeData/coleoptileEmergence/20171121_Rack1_Camera3,,no,NA,yes,NA,
1256,yes,20171113_tray5,13_core40_cold,2017A_Core40,,17A-8560,Il14H,Il14H,k8:k14,7,A05:G05,yes,5C,none,20171113,10:30,ProMix BX,ProMix BX,1,3,proximal,24,20171119,12:00,11/19/2017 12:00,20171121,12:00,11/21/2017 12:00,30,300,48,/iplant/home/jgustin/maizeData/coleoptileEmergence/20171121_Rack1_Camera3,,no,NA,yes,NA,
1257,yes,20171113_tray5,14_core40_cold,2017A_Core40,,17A-8563,Ki03,Ki03,k8:k14,7,A06:G06,yes,5C,none,20171113,10:30,ProMix BX,ProMix BX,1,3,proximal,24,20171119,12:00,11/19/2017 12:00,20171121,12:00,11/21/2017 12:00,30,300,48,/iplant/home/jgustin/maizeData/coleoptileEmergence/20171121_Rack1_Camera3,,no,NA,yes,NA,
1258,yes,20171113_tray5,15_core40_cold,2017A_Core40,,17A-8565,Ki11,Ki11,k8:k14,7,A07:G07,yes,5C,none,20171113,10:30,ProMix BX,ProMix BX,1,3,proximal,24,20171119,12:00,11/19/2017 12:00,20171121,12:00,11/21/2017 12:00,30,300,48,/iplant/home/jgustin/maizeData/coleoptileEmergence/20171121_Rack1_Camera3,,no,NA,yes,NA,
1259,yes,20171113_tray5,16_core40_cold,2017A_Core40,,17A-8566,Ky21,Ky21,k8:k14,7,A08:G08,yes,5C,none,20171113,10:30,ProMix BX,ProMix BX,1,3,proximal,24,20171119,12:00,11/19/2017 12:00,20171121,12:00,11/21/2017 12:00,30,300,48,/iplant/home/jgustin/maizeData/coleoptileEmergence/20171121_Rack1_Camera3,,no,NA,yes,NA,
1260,yes,20171113_tray5,17_core40_cold,2017A_Core40,,17A-8568,M037W,M037W,k8:k14,7,A09:G09,yes,5C,none,20171113,10:30,ProMix BX,ProMix BX,1,3,proximal,24,20171119,12:00,11/19/2017 12:00,20171121,12:00,11/21/2017 12:00,30,300,48,/iplant/home/jgustin/maizeData/coleoptileEmergence/20171121_Rack1_Camera3,,no,NA,yes,NA,
1261,yes,20171113_tray5,18_core40_cold,2017A_Core40,,17A-8570,M162W,M162W,k8:k14,7,A10:G10,yes,5C,none,20171113,10:30,ProMix BX,ProMix BX,1,3,proximal,24,20171119,12:00,11/19/2017 12:00,20171121,12:00,11/21/2017 12:00,30,300,48,/iplant/home/jgustin/maizeData/coleoptileEmergence/20171121_Rack1_Camera3,,no,NA,yes,NA,
1262,yes,20171113_tray5,19_core40_cold,2017A_Core40,,17A-8572,Mo17,Mo17,k8:k14,7,A11:G11,yes,5C,none,20171113,10:30,ProMix BX,ProMix BX,1,3,proximal,24,20171119,12:00,11/19/2017 12:00,20171121,12:00,11/21/2017 12:00,30,300,48,/iplant/home/jgustin/maizeData/coleoptileEmergence/20171121_Rack1_Camera3,,no,NA,yes,NA,
1263,yes,20171113_tray5,20_core40_cold,2017A_Core40,,17A-8575,Mo18W,Mo18W,k8:k14,7,A12:G12,yes,5C,none,20171113,10:30,ProMix BX,ProMix BX,1,3,proximal,24,20171119,12:00,11/19/2017 12:00,20171121,12:00,11/21/2017 12:00,30,300,48,/iplant/home/jgustin/maizeData/coleoptileEmergence/20171121_Rack1_Camera3,,no,NA,yes,NA,
1264,yes,20171113_tray6,21_core40_cold,2017A_Core40,,17A-8576,MS71,MS71,k8:k14,7,A01:G01,yes,5C,none,20171113,10:30,ProMix BX,ProMix BX,1,3,distal,24,20171119,12:00,11/19/2017 12:00,20171121,12:00,11/21/2017 12:00,30,300,48,/iplant/home/jgustin/maizeData/coleoptileEmergence/20171121_Rack1_Camera3,,no,NA,yes,NA,
1265,yes,20171113_tray6,22_core40_cold,2017A_Core40,,17A-8579,NC358,NC358,k8:k14,7,A02:G02,yes,5C,none,20171113,10:30,ProMix BX,ProMix BX,1,3,distal,24,20171119,12:00,11/19/2017 12:00,20171121,12:00,11/21/2017 12:00,30,300,48,/iplant/home/jgustin/maizeData/coleoptileEmergence/20171121_Rack1_Camera3,,no,NA,yes,NA,
1266,yes,20171113_tray6,23_core40_cold,2017A_Core40,,17A-8580,Oh43,Oh43,k8:k14,7,A03:G03,yes,5C,none,20171113,10:30,ProMix BX,ProMix BX,1,3,distal,24,20171119,12:00,11/19/2017 12:00,20171121,12:00,11/21/2017 12:00,30,300,48,/iplant/home/jgustin/maizeData/coleoptileEmergence/20171121_Rack1_Camera3,,no,NA,yes,NA,
1267,yes,20171113_tray6,24_core40_cold,2017A_Core40,,17A-8582,Oh7B,Oh7B,k8:k14,7,A04:G04,yes,5C,none,20171113,10:30,ProMix BX,ProMix BX,1,3,distal,24,20171119,12:00,11/19/2017 12:00,20171121,12:00,11/21/2017 12:00,30,300,48,/iplant/home/jgustin/maizeData/coleoptileEmergence/20171121_Rack1_Camera3,,no,NA,yes,NA,
1268,yes,20171113_tray6,25_core40_cold,2017A_Core40,,17A-8584,P39,P39,k8:k14,7,A05:G05,yes,5C,none,20171113,10:30,ProMix BX,ProMix BX,1,3,distal,24,20171119,12:00,11/19/2017 12:00,20171121,12:00,11/21/2017 12:00,30,300,48,/iplant/home/jgustin/maizeData/coleoptileEmergence/20171121_Rack1_Camera3,,no,NA,yes,NA,
1269,yes,20171113_tray6,26_core40_cold,2017A_Core40,,17A-8589,Tzi8,Tzi8,k8:k14,7,A06:G06,yes,5C,none,20171113,10:30,ProMix BX,ProMix BX,1,3,distal,24,20171119,12:00,11/19/2017 12:00,20171121,12:00,11/21/2017 12:00,30,300,48,/iplant/home/jgustin/maizeData/coleoptileEmergence/20171121_Rack1_Camera3,,no,NA,yes,NA,
1270,yes,20171113_tray6,27_core40_cold,2017A_Core40,,17A-8590,3IIH6,3IIH6,k8:k14,7,A07:G07,yes,5C,none,20171113,10:30,ProMix BX,ProMix BX,1,3,distal,24,20171119,12:00,11/19/2017 12:00,20171121,12:00,11/21/2017 12:00,30,300,48,/iplant/home/jgustin/maizeData/coleoptileEmergence/20171121_Rack1_Camera3,,no,NA,yes,NA,
1271,yes,20171113_tray6,28_core40_cold,2017A_Core40,,17A-8592,D06,D06,k8:k14,7,A08:G08,yes,5C,none,20171113,10:30,ProMix BX,ProMix BX,1,3,distal,24,20171119,12:00,11/19/2017 12:00,20171121,12:00,11/21/2017 12:00,30,300,48,/iplant/home/jgustin/maizeData/coleoptileEmergence/20171121_Rack1_Camera3,,no,NA,yes,NA,
1272,yes,20171113_tray6,29_core40_cold,2017A_Core40,,17A-8594,DK105,DK105,k8:k14,7,A09:G09,yes,5C,none,20171113,10:30,ProMix BX,ProMix BX,1,3,distal,24,20171119,12:00,11/19/2017 12:00,20171121,12:00,11/21/2017 12:00,30,300,48,/iplant/home/jgustin/maizeData/coleoptileEmergence/20171121_Rack1_Camera3,,no,NA,yes,NA,
1273,yes,20171113_tray6,30_core40_cold,2017A_Core40,,17A-8597,F2,F2,k8:k14,7,A10:G10,yes,5C,none,20171113,10:30,ProMix BX,ProMix BX,1,3,distal,24,20171119,12:00,11/19/2017 12:00,20171121,12:00,11/21/2017 12:00,30,300,48,/iplant/home/jgustin/maizeData/coleoptileEmergence/20171121_Rack1_Camera3,,no,NA,yes,NA,
1274,yes,20171113_tray6,31_core40_cold,2017A_Core40,,17A-8598,LH185,LH185,k8:k14,7,A11:G11,yes,5C,none,20171113,10:30,ProMix BX,ProMix BX,1,3,distal,24,20171119,12:00,11/19/2017 12:00,20171121,12:00,11/21/2017 12:00,30,300,48,/iplant/home/jgustin/maizeData/coleoptileEmergence/20171121_Rack1_Camera3,,no,NA,yes,NA,
1275,yes,20171113_tray6,32_core40_cold,2017A_Core40,,17A-8600,LH198,LH198,k8:k14,7,A12:G12,yes,5C,none,20171113,10:30,ProMix BX,ProMix BX,1,3,distal,24,20171119,12:00,11/19/2017 12:00,20171121,12:00,11/21/2017 12:00,30,300,48,/iplant/home/jgustin/maizeData/coleoptileEmergence/20171121_Rack1_Camera3,,no,NA,yes,NA,
1276,yes,20171113_tray7,33_core40_cold,2017A_Core40,,17A-8602,LH82,LH82,k8:k14,7,A01:G01,yes,5C,none,20171113,10:30,ProMix BX,ProMix BX,1,4,proximal,24,20171119,12:00,11/19/2017 12:00,20171121,12:00,11/21/2017 12:00,30,300,48,/iplant/home/jgustin/maizeData/coleoptileEmergence/20171121_Rack1_Camera4,,no,NA,yes,NA,
1277,yes,20171113_tray7,34_core40_cold,2017A_Core40,,17A-8606,MBNIL_B043,MBNIL_B043,k8:k14,7,A02:G02,yes,5C,none,20171113,10:30,ProMix BX,ProMix BX,1,4,proximal,24,20171119,12:00,11/19/2017 12:00,20171121,12:00,11/21/2017 12:00,30,300,48,/iplant/home/jgustin/maizeData/coleoptileEmergence/20171121_Rack1_Camera4,,no,NA,yes,NA,
1278,yes,20171113_tray7,35_core40_cold,2017A_Core40,,17A-8608,MBNIL_B049,MBNIL_B049,k8:k14,7,A03:G03,yes,5C,none,20171113,10:30,ProMix BX,ProMix BX,1,4,proximal,24,20171119,12:00,11/19/2017 12:00,20171121,12:00,11/21/2017 12:00,30,300,48,/iplant/home/jgustin/maizeData/coleoptileEmergence/20171121_Rack1_Camera4,,no,NA,yes,NA,
1279,yes,20171113_tray7,36_core40_cold,2017A_Core40,,17A-8610,PH207,PH207,k8:k14,7,A04:G04,yes,5C,none,20171113,10:30,ProMix BX,ProMix BX,1,4,proximal,24,20171119,12:00,11/19/2017 12:00,20171121,12:00,11/21/2017 12:00,30,300,48,/iplant/home/jgustin/maizeData/coleoptileEmergence/20171121_Rack1_Camera4,,no,NA,yes,NA,
1280,yes,20171113_tray7,37_core40_cold,2017A_Core40,,17A-8612,PHJ89,PHJ89,k8:k14,7,A05:G05,yes,5C,none,20171113,10:30,ProMix BX,ProMix BX,1,4,proximal,24,20171119,12:00,11/19/2017 12:00,20171121,12:00,11/21/2017 12:00,30,300,48,/iplant/home/jgustin/maizeData/coleoptileEmergence/20171121_Rack1_Camera4,,no,NA,yes,NA,
1281,yes,20171113_tray7,38_core40_cold,2017A_Core40,,17A-8614,PHP02,PHP02,k8:k14,7,A06:G06,yes,5C,none,20171113,10:30,ProMix BX,ProMix BX,1,4,proximal,24,20171119,12:00,11/19/2017 12:00,20171121,12:00,11/21/2017 12:00,30,300,48,/iplant/home/jgustin/maizeData/coleoptileEmergence/20171121_Rack1_Camera4,,no,NA,yes,NA,
1282,yes,20171113_tray7,39_core40_cold,2017A_Core40,,17A-8616,W117,W117,k8:k14,7,A07:G07,yes,5C,none,20171113,10:30,ProMix BX,ProMix BX,1,4,proximal,24,20171119,12:00,11/19/2017 12:00,20171121,12:00,11/21/2017 12:00,30,300,48,/iplant/home/jgustin/maizeData/coleoptileEmergence/20171121_Rack1_Camera4,,no,NA,yes,NA,
1283,yes,20171113_tray7,40_core40_cold,2017A_Core40,,17A-8618,W22,W22,k8:k14,7,A08:G08,yes,5C,none,20171113,10:30,ProMix BX,ProMix BX,1,4,proximal,24,20171119,12:00,11/19/2017 12:00,20171121,12:00,11/21/2017 12:00,30,300,48,/iplant/home/jgustin/maizeData/coleoptileEmergence/20171121_Rack1_Camera4,,no,NA,yes,NA,
1284,yes,20171113_tray7,01_core40_cold,2017A_Core40,,17A-8538,F353,F353,k15:k21,7,A09:G09,yes,5C,none,20171113,10:30,ProMix BX,ProMix BX,1,4,proximal,24,20171119,12:00,11/19/2017 12:00,20171121,12:00,11/21/2017 12:00,30,300,48,/iplant/home/jgustin/maizeData/coleoptileEmergence/20171121_Rack1_Camera4,,no,NA,yes,NA,
1285,yes,20171113_tray7,02_core40_cold,2017A_Core40,,17A-8539,UH007,UH007,k15:k21,7,A10:G10,yes,5C,none,20171113,10:30,ProMix BX,ProMix BX,1,4,proximal,24,20171119,12:00,11/19/2017 12:00,20171121,12:00,11/21/2017 12:00,30,300,48,/iplant/home/jgustin/maizeData/coleoptileEmergence/20171121_Rack1_Camera4,,no,NA,yes,NA,
1286,yes,20171113_tray7,03_core40_cold,2017A_Core40,,17A-8540,B73,B73,k15:k21,7,A11:G11,yes,5C,none,20171113,10:30,ProMix BX,ProMix BX,1,4,proximal,24,20171119,12:00,11/19/2017 12:00,20171121,12:00,11/21/2017 12:00,30,300,48,/iplant/home/jgustin/maizeData/coleoptileEmergence/20171121_Rack1_Camera4,,no,NA,yes,NA,
1287,yes,20171113_tray7,04_core40_cold,2017A_Core40,,17A-8542,B97,B97,k15:k21,7,A12:G12,yes,5C,none,20171113,10:30,ProMix BX,ProMix BX,1,4,proximal,24,20171119,12:00,11/19/2017 12:00,20171121,12:00,11/21/2017 12:00,30,300,48,/iplant/home/jgustin/maizeData/coleoptileEmergence/20171121_Rack1_Camera4,,no,NA,yes,NA,
1288,yes,20171113_tray8,05_core40_cold,2017A_Core40,,17A-8544,CML052,CML052,k15:k21,7,A01:G01,yes,5C,none,20171113,10:30,ProMix BX,ProMix BX,1,4,distal,24,20171119,12:00,11/19/2017 12:00,20171121,12:00,11/21/2017 12:00,30,300,48,/iplant/home/jgustin/maizeData/coleoptileEmergence/20171121_Rack1_Camera4,,no,NA,yes,NA,
1289,yes,20171113_tray8,06_core40_cold,2017A_Core40,,17A-8547,CML069,CML069,k15:k21,7,A02:G02,yes,5C,none,20171113,10:30,ProMix BX,ProMix BX,1,4,distal,24,20171119,12:00,11/19/2017 12:00,20171121,12:00,11/21/2017 12:00,30,300,48,/iplant/home/jgustin/maizeData/coleoptileEmergence/20171121_Rack1_Camera4,,no,NA,yes,NA,
1290,yes,20171113_tray8,07_core40_cold,2017A_Core40,,17A-8548,CML103,CML103,k15:k21,7,A03:G03,yes,5C,none,20171113,10:30,ProMix BX,ProMix BX,1,4,distal,24,20171119,12:00,11/19/2017 12:00,20171121,12:00,11/21/2017 12:00,30,300,48,/iplant/home/jgustin/maizeData/coleoptileEmergence/20171121_Rack1_Camera4,,no,NA,yes,NA,
1291,yes,20171113_tray8,08_core40_cold,2017A_Core40,,17A-8550,CML228,CML228,k15:k21,7,A04:G04,yes,5C,none,20171113,10:30,ProMix BX,ProMix BX,1,4,distal,24,20171119,12:00,11/19/2017 12:00,20171121,12:00,11/21/2017 12:00,30,300,48,/iplant/home/jgustin/maizeData/coleoptileEmergence/20171121_Rack1_Camera4,,no,NA,yes,NA,
1292,yes,20171113_tray8,09_core40_cold,2017A_Core40,,17A-8552,CML247,CML247,k15:k21,7,A05:G05,yes,5C,none,20171113,10:30,ProMix BX,ProMix BX,1,4,distal,24,20171119,12:00,11/19/2017 12:00,20171121,12:00,11/21/2017 12:00,30,300,48,/iplant/home/jgustin/maizeData/coleoptileEmergence/20171121_Rack1_Camera4,,no,NA,yes,NA,
1293,yes,20171113_tray8,10_core40_cold,2017A_Core40,,17A-8554,CML322,CML322,k15:k21,7,A06:G06,yes,5C,none,20171113,10:30,ProMix BX,ProMix BX,1,4,distal,24,20171119,12:00,11/19/2017 12:00,20171121,12:00,11/21/2017 12:00,30,300,48,/iplant/home/jgustin/maizeData/coleoptileEmergence/20171121_Rack1_Camera4,,no,NA,yes,NA,
1294,yes,20171113_tray8,11_core40_cold,2017A_Core40,,17A-8556,CML333,CML333,k15:k21,7,A07:G07,yes,5C,none,20171113,10:30,ProMix BX,ProMix BX,1,4,distal,24,20171119,12:00,11/19/2017 12:00,20171121,12:00,11/21/2017 12:00,30,300,48,/iplant/home/jgustin/maizeData/coleoptileEmergence/20171121_Rack1_Camera4,,no,NA,yes,NA,
1295,yes,20171113_tray8,12_core40_cold,2017A_Core40,,17A-8558,Hp301,Hp301,k15:k21,7,A08:G08,yes,5C,none,20171113,10:30,ProMix BX,ProMix BX,1,4,distal,24,20171119,12:00,11/19/2017 12:00,20171121,12:00,11/21/2017 12:00,30,300,48,/iplant/home/jgustin/maizeData/coleoptileEmergence/20171121_Rack1_Camera4,,no,NA,yes,NA,
1296,yes,20171113_tray8,13_core40_cold,2017A_Core40,,17A-8560,Il14H,Il14H,k15:k21,7,A09:G09,yes,5C,none,20171113,10:30,ProMix BX,ProMix BX,1,4,distal,24,20171119,12:00,11/19/2017 12:00,20171121,12:00,11/21/2017 12:00,30,300,48,/iplant/home/jgustin/maizeData/coleoptileEmergence/20171121_Rack1_Camera4,,no,NA,yes,NA,
1297,yes,20171113_tray8,14_core40_cold,2017A_Core40,,17A-8563,Ki03,Ki03,k15:k21,7,A10:G10,yes,5C,none,20171113,10:30,ProMix BX,ProMix BX,1,4,distal,24,20171119,12:00,11/19/2017 12:00,20171121,12:00,11/21/2017 12:00,30,300,48,/iplant/home/jgustin/maizeData/coleoptileEmergence/20171121_Rack1_Camera4,,no,NA,yes,NA,
1298,yes,20171113_tray8,15_core40_cold,2017A_Core40,,17A-8565,Ki11,Ki11,k15:k21,7,A11:G11,yes,5C,none,20171113,10:30,ProMix BX,ProMix BX,1,4,distal,24,20171119,12:00,11/19/2017 12:00,20171121,12:00,11/21/2017 12:00,30,300,48,/iplant/home/jgustin/maizeData/coleoptileEmergence/20171121_Rack1_Camera4,,no,NA,yes,NA,
1299,yes,20171113_tray8,16_core40_cold,2017A_Core40,,17A-8566,Ky21,Ky21,k15:k21,7,A12:G12,yes,5C,none,20171113,10:30,ProMix BX,ProMix BX,1,4,distal,24,20171119,12:00,11/19/2017 12:00,20171121,12:00,11/21/2017 12:00,30,300,48,/iplant/home/jgustin/maizeData/coleoptileEmergence/20171121_Rack1_Camera4,,no,NA,yes,NA,
1300,yes,20171113_tray9,17_core40_cold,2017A_Core40,,17A-8568,M037W,M037W,k15:k21,7,A01:G01,yes,5C,none,20171113,10:30,ProMix BX,ProMix BX,1,5,proximal,24,20171119,12:00,11/19/2017 12:00,20171121,12:00,11/21/2017 12:00,30,300,48,/iplant/home/jgustin/maizeData/coleoptileEmergence/20171121_Rack1_Camera5,,no,NA,yes,NA,
1301,yes,20171113_tray9,18_core40_cold,2017A_Core40,,17A-8570,M162W,M162W,k15:k21,7,A02:G02,yes,5C,none,20171113,10:30,ProMix BX,ProMix BX,1,5,proximal,24,20171119,12:00,11/19/2017 12:00,20171121,12:00,11/21/2017 12:00,30,300,48,/iplant/home/jgustin/maizeData/coleoptileEmergence/20171121_Rack1_Camera5,,no,NA,yes,NA,
1302,yes,20171113_tray9,19_core40_cold,2017A_Core40,,17A-8572,Mo17,Mo17,k15:k21,7,A03:G03,yes,5C,none,20171113,10:30,ProMix BX,ProMix BX,1,5,proximal,24,20171119,12:00,11/19/2017 12:00,20171121,12:00,11/21/2017 12:00,30,300,48,/iplant/home/jgustin/maizeData/coleoptileEmergence/20171121_Rack1_Camera5,,no,NA,yes,NA,
1303,yes,20171113_tray9,20_core40_cold,2017A_Core40,,17A-8575,Mo18W,Mo18W,k15:k21,7,A04:G04,yes,5C,none,20171113,10:30,ProMix BX,ProMix BX,1,5,proximal,24,20171119,12:00,11/19/2017 12:00,20171121,12:00,11/21/2017 12:00,30,300,48,/iplant/home/jgustin/maizeData/coleoptileEmergence/20171121_Rack1_Camera5,,no,NA,yes,NA,
1304,yes,20171113_tray9,21_core40_cold,2017A_Core40,,17A-8576,MS71,MS71,k15:k21,7,A05:G05,yes,5C,none,20171113,10:30,ProMix BX,ProMix BX,1,5,proximal,24,20171119,12:00,11/19/2017 12:00,20171121,12:00,11/21/2017 12:00,30,300,48,/iplant/home/jgustin/maizeData/coleoptileEmergence/20171121_Rack1_Camera5,,no,NA,yes,NA,
1305,yes,20171113_tray9,22_core40_cold,2017A_Core40,,17A-8579,NC358,NC358,k15:k21,7,A06:G06,yes,5C,none,20171113,10:30,ProMix BX,ProMix BX,1,5,proximal,24,20171119,12:00,11/19/2017 12:00,20171121,12:00,11/21/2017 12:00,30,300,48,/iplant/home/jgustin/maizeData/coleoptileEmergence/20171121_Rack1_Camera5,,no,NA,yes,NA,
1306,yes,20171113_tray9,23_core40_cold,2017A_Core40,,17A-8580,Oh43,Oh43,k15:k21,7,A07:G07,yes,5C,none,20171113,10:30,ProMix BX,ProMix BX,1,5,proximal,24,20171119,12:00,11/19/2017 12:00,20171121,12:00,11/21/2017 12:00,30,300,48,/iplant/home/jgustin/maizeData/coleoptileEmergence/20171121_Rack1_Camera5,,no,NA,yes,NA,
1307,yes,20171113_tray9,24_core40_cold,2017A_Core40,,17A-8582,Oh7B,Oh7B,k15:k21,7,A08:G08,yes,5C,none,20171113,10:30,ProMix BX,ProMix BX,1,5,proximal,24,20171119,12:00,11/19/2017 12:00,20171121,12:00,11/21/2017 12:00,30,300,48,/iplant/home/jgustin/maizeData/coleoptileEmergence/20171121_Rack1_Camera5,,no,NA,yes,NA,
1308,yes,20171113_tray9,25_core40_cold,2017A_Core40,,17A-8584,P39,P39,k15:k21,7,A09:G09,yes,5C,none,20171113,10:30,ProMix BX,ProMix BX,1,5,proximal,24,20171119,12:00,11/19/2017 12:00,20171121,12:00,11/21/2017 12:00,30,300,48,/iplant/home/jgustin/maizeData/coleoptileEmergence/20171121_Rack1_Camera5,,no,NA,yes,NA,
1309,yes,20171113_tray9,26_core40_cold,2017A_Core40,,17A-8589,Tzi8,Tzi8,k15:k21,7,A10:G10,yes,5C,none,20171113,10:30,ProMix BX,ProMix BX,1,5,proximal,24,20171119,12:00,11/19/2017 12:00,20171121,12:00,11/21/2017 12:00,30,300,48,/iplant/home/jgustin/maizeData/coleoptileEmergence/20171121_Rack1_Camera5,,no,NA,yes,NA,
1310,yes,20171113_tray9,27_core40_cold,2017A_Core40,,17A-8590,3IIH6,3IIH6,k15:k21,7,A11:G11,yes,5C,none,20171113,10:30,ProMix BX,ProMix BX,1,5,proximal,24,20171119,12:00,11/19/2017 12:00,20171121,12:00,11/21/2017 12:00,30,300,48,/iplant/home/jgustin/maizeData/coleoptileEmergence/20171121_Rack1_Camera5,,no,NA,yes,NA,
1311,yes,20171113_tray9,28_core40_cold,2017A_Core40,,17A-8592,D06,D06,k15:k21,7,A12:G12,yes,5C,none,20171113,10:30,ProMix BX,ProMix BX,1,5,proximal,24,20171119,12:00,11/19/2017 12:00,20171121,12:00,11/21/2017 12:00,30,300,48,/iplant/home/jgustin/maizeData/coleoptileEmergence/20171121_Rack1_Camera5,,no,NA,yes,NA,
1312,yes,20171113_tray10,29_core40_cold,2017A_Core40,,17A-8594,DK105,DK105,k15:k21,7,A01:G01,yes,5C,none,20171113,10:30,ProMix BX,ProMix BX,1,5,distal,24,20171119,12:00,11/19/2017 12:00,20171121,12:00,11/21/2017 12:00,30,300,48,/iplant/home/jgustin/maizeData/coleoptileEmergence/20171121_Rack1_Camera5,,no,NA,yes,NA,
1313,yes,20171113_tray10,30_core40_cold,2017A_Core40,,17A-8597,F2,F2,k15:k21,7,A02:G02,yes,5C,none,20171113,10:30,ProMix BX,ProMix BX,1,5,distal,24,20171119,12:00,11/19/2017 12:00,20171121,12:00,11/21/2017 12:00,30,300,48,/iplant/home/jgustin/maizeData/coleoptileEmergence/20171121_Rack1_Camera5,,no,NA,yes,NA,
1314,yes,20171113_tray10,31_core40_cold,2017A_Core40,,17A-8598,LH185,LH185,k15:k21,7,A03:G03,yes,5C,none,20171113,10:30,ProMix BX,ProMix BX,1,5,distal,24,20171119,12:00,11/19/2017 12:00,20171121,12:00,11/21/2017 12:00,30,300,48,/iplant/home/jgustin/maizeData/coleoptileEmergence/20171121_Rack1_Camera5,,no,NA,yes,NA,
1315,yes,20171113_tray10,32_core40_cold,2017A_Core40,,17A-8600,LH198,LH198,k15:k21,7,A04:G04,yes,5C,none,20171113,10:30,ProMix BX,ProMix BX,1,5,distal,24,20171119,12:00,11/19/2017 12:00,20171121,12:00,11/21/2017 12:00,30,300,48,/iplant/home/jgustin/maizeData/coleoptileEmergence/20171121_Rack1_Camera5,,no,NA,yes,NA,
