Sort,Planted,index,NIR_plate,experiment code,note1,Culture Number,Genotype,Isolate,NIR_plate_kernels,kernels,Positions,indexed,Seed treatment 1,Seed treatment 2,Date planted,Time watered,Base Soil Type,Honeycomb media,Rack,camera,Tray Position,Emergence Temperature,Date Transfer to emergence temperature,Time Transfer to 24C,Date time,initial picture date,initial picture time,Date Time,image capture interval (min),images captured,Time Between Transfer and first Picture (hrs),iplant directory,Colaborator,Handscored,HandScore_Location,ForImageProcessing,ForImageProcessing_Note,
2799,yes,20180123_tray21,NA,2017_IBM_RILs,Set 4,13B-4802-06,Mo17,IBM Parental Inbred,20180131_074,7,A12:G12,No,5C,none,20180123,15:00,ProMix BX,ProMix BX,2,5,proximal,24,20180128,19:00,1/28/2018 19:00,20180130,10:00,1/30/2018 10:00,30,300,39,/iplant/home/jgustin/maizeData/coleoptileEmergence/20180130_Rack2_Camera5,,no,NA,yes,NA,
2800,yes,20180123_tray22,NA,2017_IBM_RILs,Set 4,10A-1843-01,M0136,IBM_RIL,20180117_018,7,A01:G01,No,5C,none,20180123,15:00,ProMix BX,ProMix BX,2,5,distal,24,20180128,19:00,1/28/2018 19:00,20180130,10:00,1/30/2018 10:00,30,300,39,/iplant/home/jgustin/maizeData/coleoptileEmergence/20180130_Rack2_Camera5,,no,NA,yes,NA,
2801,yes,20180123_tray22,NA,2017_IBM_RILs,Set 4,13B-4801-03,B73,IBM Parental Inbred,20180124_039,7,A02:G02,No,5C,none,20180123,15:00,ProMix BX,ProMix BX,2,5,distal,24,20180128,19:00,1/28/2018 19:00,20180130,10:00,1/30/2018 10:00,30,300,39,/iplant/home/jgustin/maizeData/coleoptileEmergence/20180130_Rack2_Camera5,,no,NA,yes,NA,
2802,yes,20180123_tray22,NA,2017_IBM_RILs,Set 4,10A-1833-02,M0111,IBM_RIL,20180112_026,7,A03:G03,No,5C,none,20180123,15:00,ProMix BX,ProMix BX,2,5,distal,24,20180128,19:00,1/28/2018 19:00,20180130,10:00,1/30/2018 10:00,30,300,39,/iplant/home/jgustin/maizeData/coleoptileEmergence/20180130_Rack2_Camera5,,no,NA,yes,NA,
2803,yes,20180123_tray22,NA,2017_IBM_RILs,Set 4,10A-1828-02,M0325,IBM_RIL,20180112_013,7,A04:G04,No,5C,none,20180123,15:00,ProMix BX,ProMix BX,2,5,distal,24,20180128,19:00,1/28/2018 19:00,20180130,10:00,1/30/2018 10:00,30,300,39,/iplant/home/jgustin/maizeData/coleoptileEmergence/20180130_Rack2_Camera5,,no,NA,yes,NA,
2804,yes,20180123_tray22,NA,2017_IBM_RILs,Set 4,10A-1817-02,M0380,IBM_RIL,NA,7,A05:G05,No,5C,none,20180123,15:00,ProMix BX,ProMix BX,2,5,distal,24,20180128,19:00,1/28/2018 19:00,20180130,10:00,1/30/2018 10:00,30,300,39,/iplant/home/jgustin/maizeData/coleoptileEmergence/20180130_Rack2_Camera5,,no,NA,yes,NA,
2805,yes,20180123_tray22,NA,2017_IBM_RILs,Set 4,10A-1871-05,M0236,IBM_RIL,20180117_089,7,A06:G06,No,5C,none,20180123,15:00,ProMix BX,ProMix BX,2,5,distal,24,20180128,19:00,1/28/2018 19:00,20180130,10:00,1/30/2018 10:00,30,300,39,/iplant/home/jgustin/maizeData/coleoptileEmergence/20180130_Rack2_Camera5,,no,NA,yes,NA,
2806,yes,20180123_tray22,NA,MAGIC Parental Inbred,Set 4,WISN15/21027,H99,MAGIC Parental Inbred,NA,7,A07:G07,No,5C,none,20180123,15:00,ProMix BX,ProMix BX,2,5,distal,24,20180128,19:00,1/28/2018 19:00,20180130,10:00,1/30/2018 10:00,30,300,39,/iplant/home/jgustin/maizeData/coleoptileEmergence/20180130_Rack2_Camera5,,no,NA,yes,NA,
2807,yes,20180123_tray22,NA,2017_IBM_RILs,Set 4,10A-1818-01,M0153,IBM_RIL,NA,7,A08:G08,No,5C,none,20180123,15:00,ProMix BX,ProMix BX,2,5,distal,24,20180128,19:00,1/28/2018 19:00,20180130,10:00,1/30/2018 10:00,30,300,39,/iplant/home/jgustin/maizeData/coleoptileEmergence/20180130_Rack2_Camera5,,no,NA,yes,NA,
2808,yes,20180123_tray22,NA,2017_IBM_RILs,Set 4,10A-1815-04,M0083,IBM_RIL,NA,7,A09:G09,No,5C,none,20180123,15:00,ProMix BX,ProMix BX,2,5,distal,24,20180128,19:00,1/28/2018 19:00,20180130,10:00,1/30/2018 10:00,30,300,39,/iplant/home/jgustin/maizeData/coleoptileEmergence/20180130_Rack2_Camera5,,no,NA,yes,NA,
2809,yes,20180123_tray22,NA,2017_IBM_RILs,Set 4,10A-1833-04,M0111,IBM_RIL,20180112_028,7,A10:G10,No,5C,none,20180123,15:00,ProMix BX,ProMix BX,2,5,distal,24,20180128,19:00,1/28/2018 19:00,20180130,10:00,1/30/2018 10:00,30,300,39,/iplant/home/jgustin/maizeData/coleoptileEmergence/20180130_Rack2_Camera5,,no,NA,yes,NA,
2810,yes,20180123_tray22,NA,MAGIC Parental Inbred,Set 4,WISN15/21530,A632,MAGIC Parental Inbred,NA,7,A11:G11,No,5C,none,20180123,15:00,ProMix BX,ProMix BX,2,5,distal,24,20180128,19:00,1/28/2018 19:00,20180130,10:00,1/30/2018 10:00,30,300,39,/iplant/home/jgustin/maizeData/coleoptileEmergence/20180130_Rack2_Camera5,,no,NA,yes,NA,
2811,yes,20180123_tray22,NA,2017_IBM_RILs,Set 4,10A-1814-01,M0361,IBM_RIL,NA,7,A12:G12,No,5C,none,20180123,15:00,ProMix BX,ProMix BX,2,5,distal,24,20180128,19:00,1/28/2018 19:00,20180130,10:00,1/30/2018 10:00,30,300,39,/iplant/home/jgustin/maizeData/coleoptileEmergence/20180130_Rack2_Camera5,,no,NA,yes,NA,
2812,yes,20180123_tray23,NA,2017_IBM_RILs,Set 4,10A-1833-03,M0111,IBM_RIL,20180112_027,7,A01:G01,No,5C,none,20180123,15:00,ProMix BX,ProMix BX,2,6,proximal,24,20180128,19:00,1/28/2018 19:00,20180130,10:00,1/30/2018 10:00,30,300,39,/iplant/home/jgustin/maizeData/coleoptileEmergence/20180130_Rack2_Camera6,,no,NA,yes,NA,
2813,yes,20180123_tray23,NA,2017_IBM_RILs,Set 4,10A-1821-02,M0288,IBM_RIL,NA,7,A02:G02,No,5C,none,20180123,15:00,ProMix BX,ProMix BX,2,6,proximal,24,20180128,19:00,1/28/2018 19:00,20180130,10:00,1/30/2018 10:00,30,300,39,/iplant/home/jgustin/maizeData/coleoptileEmergence/20180130_Rack2_Camera6,,no,NA,yes,NA,
2814,yes,20180123_tray23,NA,2017_IBM_RILs,Set 4,10A-1825-02,M0186,IBM_RIL,20180112_007,7,A03:G03,No,5C,none,20180123,15:00,ProMix BX,ProMix BX,2,6,proximal,24,20180128,19:00,1/28/2018 19:00,20180130,10:00,1/30/2018 10:00,30,300,39,/iplant/home/jgustin/maizeData/coleoptileEmergence/20180130_Rack2_Camera6,,no,NA,yes,NA,
2815,yes,20180123_tray23,NA,2017_IBM_RILs,Set 4,10A-1854-02,M0161,IBM_RIL,20180117_047,7,A04:G04,No,5C,none,20180123,15:00,ProMix BX,ProMix BX,2,6,proximal,24,20180128,19:00,1/28/2018 19:00,20180130,10:00,1/30/2018 10:00,30,300,39,/iplant/home/jgustin/maizeData/coleoptileEmergence/20180130_Rack2_Camera6,,no,NA,yes,NA,
2816,yes,20180123_tray23,NA,2017_IBM_RILs,Set 4,10A-1861-03,M0182,IBM_RIL,20180117_064,7,A05:G05,No,5C,none,20180123,15:00,ProMix BX,ProMix BX,2,6,proximal,24,20180128,19:00,1/28/2018 19:00,20180130,10:00,1/30/2018 10:00,30,300,39,/iplant/home/jgustin/maizeData/coleoptileEmergence/20180130_Rack2_Camera6,,no,NA,yes,NA,
2817,yes,20180123_tray23,NA,2017_IBM_RILs,Set 4,10A-1845-04,M0276,IBM_RIL,20180117_024,7,A06:G06,No,5C,none,20180123,15:00,ProMix BX,ProMix BX,2,6,proximal,24,20180128,19:00,1/28/2018 19:00,20180130,10:00,1/30/2018 10:00,30,300,39,/iplant/home/jgustin/maizeData/coleoptileEmergence/20180130_Rack2_Camera6,,no,NA,yes,NA,
2818,yes,20180123_tray23,NA,2017_IBM_RILs,Set 4,10A-1874-03,M0098,IBM_RIL,20180117_093,7,A07:G07,No,5C,none,20180123,15:00,ProMix BX,ProMix BX,2,6,proximal,24,20180128,19:00,1/28/2018 19:00,20180130,10:00,1/30/2018 10:00,30,300,39,/iplant/home/jgustin/maizeData/coleoptileEmergence/20180130_Rack2_Camera6,,no,NA,yes,NA,
2819,yes,20180123_tray23,NA,2017_IBM_RILs,Set 4,10A-1847-01,M0128,IBM_RIL,20180117_027,7,A08:G08,No,5C,none,20180123,15:00,ProMix BX,ProMix BX,2,6,proximal,24,20180128,19:00,1/28/2018 19:00,20180130,10:00,1/30/2018 10:00,30,300,39,/iplant/home/jgustin/maizeData/coleoptileEmergence/20180130_Rack2_Camera6,,no,NA,yes,NA,
2820,yes,20180123_tray23,NA,2017_IBM_RILs,Set 4,10A-1820-02,M0206,IBM_RIL,NA,7,A09:G09,No,5C,none,20180123,15:00,ProMix BX,ProMix BX,2,6,proximal,24,20180128,19:00,1/28/2018 19:00,20180130,10:00,1/30/2018 10:00,30,300,39,/iplant/home/jgustin/maizeData/coleoptileEmergence/20180130_Rack2_Camera6,,no,NA,yes,NA,
2821,yes,20180123_tray23,NA,2017_IBM_RILs,Set 4,10A-1850-02,M0019,IBM_RIL,20180117_035,7,A10:G10,No,5C,none,20180123,15:00,ProMix BX,ProMix BX,2,6,proximal,24,20180128,19:00,1/28/2018 19:00,20180130,10:00,1/30/2018 10:00,30,300,39,/iplant/home/jgustin/maizeData/coleoptileEmergence/20180130_Rack2_Camera6,,no,NA,yes,NA,
2822,yes,20180123_tray23,NA,2017_IBM_RILs,Set 4,10A-1852-03,M0171,IBM_RIL,20180117_041,7,A11:G11,No,5C,none,20180123,15:00,ProMix BX,ProMix BX,2,6,proximal,24,20180128,19:00,1/28/2018 19:00,20180130,10:00,1/30/2018 10:00,30,300,39,/iplant/home/jgustin/maizeData/coleoptileEmergence/20180130_Rack2_Camera6,,no,NA,yes,NA,
2823,yes,20180123_tray23,NA,2017_IBM_RILs,Set 4,10A-1875-01,M0045,IBM_RIL,20180117_094,7,A12:G12,No,5C,none,20180123,15:00,ProMix BX,ProMix BX,2,6,proximal,24,20180128,19:00,1/28/2018 19:00,20180130,10:00,1/30/2018 10:00,30,300,39,/iplant/home/jgustin/maizeData/coleoptileEmergence/20180130_Rack2_Camera6,,no,NA,yes,NA,
2824,yes,20180123_tray24,NA,2017_IBM_RILs,Set 4,10A-1834-02,M0277,IBM_RIL,20180112_030,7,A01:G01,No,5C,none,20180123,15:00,ProMix BX,ProMix BX,2,6,distal,24,20180128,19:00,1/28/2018 19:00,20180130,10:00,1/30/2018 10:00,30,300,39,/iplant/home/jgustin/maizeData/coleoptileEmergence/20180130_Rack2_Camera6,,no,NA,yes,NA,
2825,yes,20180123_tray24,NA,2017_IBM_RILs,Set 4,10A-1821-04,M0288,IBM_RIL,NA,7,A02:G02,No,5C,none,20180123,15:00,ProMix BX,ProMix BX,2,6,distal,24,20180128,19:00,1/28/2018 19:00,20180130,10:00,1/30/2018 10:00,30,300,39,/iplant/home/jgustin/maizeData/coleoptileEmergence/20180130_Rack2_Camera6,,no,NA,yes,NA,
2826,yes,20180123_tray24,NA,2017_IBM_RILs,Set 4,10A-1841-01,M0270,IBM_RIL,20180117_012,7,A03:G03,No,5C,none,20180123,15:00,ProMix BX,ProMix BX,2,6,distal,24,20180128,19:00,1/28/2018 19:00,20180130,10:00,1/30/2018 10:00,30,300,39,/iplant/home/jgustin/maizeData/coleoptileEmergence/20180130_Rack2_Camera6,,no,NA,yes,NA,
2827,yes,20180123_tray24,NA,2017_IBM_RILs,Set 4,10A-1856-02,M0088,IBM_RIL,20180117_053,7,A04:G04,No,5C,none,20180123,15:00,ProMix BX,ProMix BX,2,6,distal,24,20180128,19:00,1/28/2018 19:00,20180130,10:00,1/30/2018 10:00,30,300,39,/iplant/home/jgustin/maizeData/coleoptileEmergence/20180130_Rack2_Camera6,,no,NA,yes,NA,
2828,yes,20180123_tray24,NA,2017_IBM_RILs,Set 4,10A-1865-01,M0191,IBM_RIL,20180117_074,7,A05:G05,No,5C,none,20180123,15:00,ProMix BX,ProMix BX,2,6,distal,24,20180128,19:00,1/28/2018 19:00,20180130,10:00,1/30/2018 10:00,30,300,39,/iplant/home/jgustin/maizeData/coleoptileEmergence/20180130_Rack2_Camera6,,no,NA,yes,NA,
2829,yes,20180123_tray24,NA,2017_IBM_RILs,Set 4,10A-1829-03,M0133,IBM_RIL,20180112_017,7,A06:G06,No,5C,none,20180123,15:00,ProMix BX,ProMix BX,2,6,distal,24,20180128,19:00,1/28/2018 19:00,20180130,10:00,1/30/2018 10:00,30,300,39,/iplant/home/jgustin/maizeData/coleoptileEmergence/20180130_Rack2_Camera6,,no,NA,yes,NA,
2830,yes,20180123_tray24,NA,2017_IBM_RILs,Set 4,10A-1814-02,M0361,IBM_RIL,NA,7,A07:G07,No,5C,none,20180123,15:00,ProMix BX,ProMix BX,2,6,distal,24,20180128,19:00,1/28/2018 19:00,20180130,10:00,1/30/2018 10:00,30,300,39,/iplant/home/jgustin/maizeData/coleoptileEmergence/20180130_Rack2_Camera6,,no,NA,yes,NA,
2831,yes,20180123_tray24,NA,2017_IBM_RILs,Set 4,10A-1835-01,M0188,IBM_RIL,20180112_032,7,A08:G08,No,5C,none,20180123,15:00,ProMix BX,ProMix BX,2,6,distal,24,20180128,19:00,1/28/2018 19:00,20180130,10:00,1/30/2018 10:00,30,300,39,/iplant/home/jgustin/maizeData/coleoptileEmergence/20180130_Rack2_Camera6,,no,NA,yes,NA,
2832,yes,20180123_tray24,NA,2017_IBM_RILs,Set 4,10A-1869-04,M0382,IBM_RIL,20180117_085,7,A09:G09,No,5C,none,20180123,15:00,ProMix BX,ProMix BX,2,6,distal,24,20180128,19:00,1/28/2018 19:00,20180130,10:00,1/30/2018 10:00,30,300,39,/iplant/home/jgustin/maizeData/coleoptileEmergence/20180130_Rack2_Camera6,,no,NA,yes,NA,
2833,yes,20180123_tray24,NA,2017_IBM_RILs,Set 4,10A-1828-03,M0325,IBM_RIL,20180112_014,7,A10:G10,No,5C,none,20180123,15:00,ProMix BX,ProMix BX,2,6,distal,24,20180128,19:00,1/28/2018 19:00,20180130,10:00,1/30/2018 10:00,30,300,39,/iplant/home/jgustin/maizeData/coleoptileEmergence/20180130_Rack2_Camera6,,no,NA,yes,NA,
2834,yes,20180123_tray24,NA,2017_IBM_RILs,Set 4,10A-1819-03,M0001,IBM_RIL,NA,7,A11:G11,No,5C,none,20180123,15:00,ProMix BX,ProMix BX,2,6,distal,24,20180128,19:00,1/28/2018 19:00,20180130,10:00,1/30/2018 10:00,30,300,39,/iplant/home/jgustin/maizeData/coleoptileEmergence/20180130_Rack2_Camera6,,no,NA,yes,NA,
2835,yes,20180123_tray24,NA,2017_IBM_RILs,Set 4,10A-1866-02,M0238,IBM_RIL,20180117_078,7,A12:G12,No,5C,none,20180123,15:00,ProMix BX,ProMix BX,2,6,distal,24,20180128,19:00,1/28/2018 19:00,20180130,10:00,1/30/2018 10:00,30,300,39,/iplant/home/jgustin/maizeData/coleoptileEmergence/20180130_Rack2_Camera6,,no,NA,yes,NA,
2836,yes,20180214_tray1,NA,2017_IBM_RILs,Set 5,10A-1774-02,M0202,IBM_RIL,20180124_011,k,A01:G01,No,5C,none,20180214,10:30,ProMix BX,ProMix BX,1,1,proximal,24,20180219,8:30 AM,2/19/2018 8:30,20180221,11:24,2/21/2018 11:24,30,300,50.9,/iplant/home/jgustin/maizeData/coleoptileEmergence/20180221_Rack1_Camera1,,no,NA,yes,NA,
2837,yes,20180214_tray1,NA,2017_IBM_RILs,Set 5,10A-1759-03,M0016,IBM_RIL,20180131_112,7,A02:G02,No,5C,none,20180214,10:30,ProMix BX,ProMix BX,1,1,proximal,24,20180219,8:30 AM,2/19/2018 8:30,20180221,11:24,2/21/2018 11:24,30,300,50.9,/iplant/home/jgustin/maizeData/coleoptileEmergence/20180221_Rack1_Camera1,,no,NA,yes,NA,
2838,yes,20180214_tray1,NA,2017_IBM_RILs,Set 5,10A-1768-03,M0080,IBM_RIL,20180131_137,7,A03:G03,No,5C,none,20180214,10:30,ProMix BX,ProMix BX,1,1,proximal,24,20180219,8:30 AM,2/19/2018 8:30,20180221,11:24,2/21/2018 11:24,30,300,50.9,/iplant/home/jgustin/maizeData/coleoptileEmergence/20180221_Rack1_Camera1,,no,NA,yes,NA,
2839,yes,20180214_tray1,NA,2017_IBM_RILs,Set 5,10A-1775-03,M0081,IBM_RIL,20180124_014,7,A04:G04,No,5C,none,20180214,10:30,ProMix BX,ProMix BX,1,1,proximal,24,20180219,8:30 AM,2/19/2018 8:30,20180221,11:24,2/21/2018 11:24,30,300,50.9,/iplant/home/jgustin/maizeData/coleoptileEmergence/20180221_Rack1_Camera1,,no,NA,yes,NA,
2840,yes,20180214_tray1,NA,2017_IBM_RILs,Set 5,10A-1781-03,M0237,IBM_RIL,20180124_029,7,A05:G05,No,5C,none,20180214,10:30,ProMix BX,ProMix BX,1,1,proximal,24,20180219,8:30 AM,2/19/2018 8:30,20180221,11:24,2/21/2018 11:24,30,300,50.9,/iplant/home/jgustin/maizeData/coleoptileEmergence/20180221_Rack1_Camera1,,no,NA,yes,NA,
2841,yes,20180214_tray1,NA,2017_IBM_RILs,Set 5,10A-1792-03,M0264,IBM_RIL,20180125_008,7,A06:G06,No,5C,none,20180214,10:30,ProMix BX,ProMix BX,1,1,proximal,24,20180219,8:30 AM,2/19/2018 8:30,20180221,11:24,2/21/2018 11:24,30,300,50.9,/iplant/home/jgustin/maizeData/coleoptileEmergence/20180221_Rack1_Camera1,,no,NA,yes,NA,
2842,yes,20180214_tray1,NA,2017_IBM_RILs,Set 5,10A-1802-01,M0060,IBM_RIL,20180125_033,7,A07:G07,No,5C,none,20180214,10:30,ProMix BX,ProMix BX,1,1,proximal,24,20180219,8:30 AM,2/19/2018 8:30,20180221,11:24,2/21/2018 11:24,30,300,50.9,/iplant/home/jgustin/maizeData/coleoptileEmergence/20180221_Rack1_Camera1,,no,NA,yes,NA,
2843,yes,20180214_tray1,NA,2017_IBM_RILs,Set 5,10A-1806-01,M0298,IBM_RIL,20180125_044,7,A08:G08,No,5C,none,20180214,10:30,ProMix BX,ProMix BX,1,1,proximal,24,20180219,8:30 AM,2/19/2018 8:30,20180221,11:24,2/21/2018 11:24,30,300,50.9,/iplant/home/jgustin/maizeData/coleoptileEmergence/20180221_Rack1_Camera1,,no,NA,yes,NA,
2844,yes,20180214_tray1,NA,2017_IBM_RILs,Set 5,10A-1754-03,M0106,IBM_RIL,20180131_096,7,A09:G09,No,5C,none,20180214,10:30,ProMix BX,ProMix BX,1,1,proximal,24,20180219,8:30 AM,2/19/2018 8:30,20180221,11:24,2/21/2018 11:24,30,300,50.9,/iplant/home/jgustin/maizeData/coleoptileEmergence/20180221_Rack1_Camera1,,no,NA,yes,NA,
2845,yes,20180214_tray1,NA,2017_IBM_RILs,Set 5,10A-1765-02,M0146,IBM_RIL,20180131_127,7,A10:G10,No,5C,none,20180214,10:30,ProMix BX,ProMix BX,1,1,proximal,24,20180219,8:30 AM,2/19/2018 8:30,20180221,11:24,2/21/2018 11:24,30,300,50.9,/iplant/home/jgustin/maizeData/coleoptileEmergence/20180221_Rack1_Camera1,,no,NA,yes,NA,
2846,yes,20180214_tray1,NA,2017_IBM_RILs,Set 5,10A-1804-03,M0321,IBM_RIL,20180125_040,7,A11:G11,No,5C,none,20180214,10:30,ProMix BX,ProMix BX,1,1,proximal,24,20180219,8:30 AM,2/19/2018 8:30,20180221,11:24,2/21/2018 11:24,30,300,50.9,/iplant/home/jgustin/maizeData/coleoptileEmergence/20180221_Rack1_Camera1,,no,NA,yes,NA,
2847,yes,20180214_tray1,NA,2017_IBM_RILs,Set 5,10A-1799-03,M0197,IBM_RIL,20180125_027,7,A12:G12,No,5C,none,20180214,10:30,ProMix BX,ProMix BX,1,1,proximal,24,20180219,8:30 AM,2/19/2018 8:30,20180221,11:24,2/21/2018 11:24,30,300,50.9,/iplant/home/jgustin/maizeData/coleoptileEmergence/20180221_Rack1_Camera1,,no,NA,yes,NA,
2848,yes,20180214_tray2,NA,2017_IBM_RILs,Set 5,10A-1807-01,M0383,IBM_RIL,20180125_047,7,A01:G01,No,5C,none,20180214,10:30,ProMix BX,ProMix BX,1,1,distal,24,20180219,8:30 AM,2/19/2018 8:30,20180221,11:24,2/21/2018 11:24,30,300,50.9,/iplant/home/jgustin/maizeData/coleoptileEmergence/20180221_Rack1_Camera1,,no,NA,yes,NA,
2849,yes,20180214_tray2,NA,2017_IBM_RILs,Set 5,10A-1781-03,M0237,IBM_RIL,20180124_029,7,A02:G02,No,5C,none,20180214,10:30,ProMix BX,ProMix BX,1,1,distal,24,20180219,8:30 AM,2/19/2018 8:30,20180221,11:24,2/21/2018 11:24,30,300,50.9,/iplant/home/jgustin/maizeData/coleoptileEmergence/20180221_Rack1_Camera1,,no,NA,yes,NA,
2850,yes,20180214_tray2,NA,2017_IBM_RILs,Set 5,10A-1786-01,M0024,IBM_RIL,20180124_041,7,A03:G03,No,5C,none,20180214,10:30,ProMix BX,ProMix BX,1,1,distal,24,20180219,8:30 AM,2/19/2018 8:30,20180221,11:24,2/21/2018 11:24,30,300,50.9,/iplant/home/jgustin/maizeData/coleoptileEmergence/20180221_Rack1_Camera1,,no,NA,yes,NA,
2851,yes,20180214_tray2,NA,2017_IBM_RILs,Set 5,10A-1786-03,M0024,IBM_RIL,20180124_042,7,A04:G04,No,5C,none,20180214,10:30,ProMix BX,ProMix BX,1,1,distal,24,20180219,8:30 AM,2/19/2018 8:30,20180221,11:24,2/21/2018 11:24,30,300,50.9,/iplant/home/jgustin/maizeData/coleoptileEmergence/20180221_Rack1_Camera1,,no,NA,yes,NA,
2852,yes,20180214_tray2,NA,2017_IBM_RILs,Set 5,10A-1776-02,M0302,IBM_RIL,20180124_017,7,A05:G05,No,5C,none,20180214,10:30,ProMix BX,ProMix BX,1,1,distal,24,20180219,8:30 AM,2/19/2018 8:30,20180221,11:24,2/21/2018 11:24,30,300,50.9,/iplant/home/jgustin/maizeData/coleoptileEmergence/20180221_Rack1_Camera1,,no,NA,yes,NA,
2853,yes,20180214_tray2,NA,2017_IBM_RILs,Set 5,10A-1755-02,M0281,IBM_RIL,20180131_100,7,A06:G06,No,5C,none,20180214,10:30,ProMix BX,ProMix BX,1,1,distal,24,20180219,8:30 AM,2/19/2018 8:30,20180221,11:24,2/21/2018 11:24,30,300,50.9,/iplant/home/jgustin/maizeData/coleoptileEmergence/20180221_Rack1_Camera1,,no,NA,yes,NA,
2854,yes,20180214_tray2,NA,2017_IBM_RILs,Set 5,10A-1766-03,M0030,IBM_RIL,20180131_131,7,A07:G07,No,5C,none,20180214,10:30,ProMix BX,ProMix BX,1,1,distal,24,20180219,8:30 AM,2/19/2018 8:30,20180221,11:24,2/21/2018 11:24,30,300,50.9,/iplant/home/jgustin/maizeData/coleoptileEmergence/20180221_Rack1_Camera1,,no,NA,yes,NA,
2855,yes,20180214_tray2,NA,2017_IBM_RILs,Set 5,10A-1788-03,M0345,IBM_RIL,20180124_049,7,A08:G08,No,5C,none,20180214,10:30,ProMix BX,ProMix BX,1,1,distal,24,20180219,8:30 AM,2/19/2018 8:30,20180221,11:24,2/21/2018 11:24,30,300,50.9,/iplant/home/jgustin/maizeData/coleoptileEmergence/20180221_Rack1_Camera1,,no,NA,yes,NA,
2856,yes,20180214_tray2,NA,2017_IBM_RILs,Set 5,10A-1804-02,M0321,IBM_RIL,20180125_039,7,A09:G09,No,5C,none,20180214,10:30,ProMix BX,ProMix BX,1,1,distal,24,20180219,8:30 AM,2/19/2018 8:30,20180221,11:24,2/21/2018 11:24,30,300,50.9,/iplant/home/jgustin/maizeData/coleoptileEmergence/20180221_Rack1_Camera1,,no,NA,yes,NA,
2857,yes,20180214_tray2,NA,2017_IBM_RILs,Set 5,10A-1760-02,M0087,IBM_RIL,20180131_115,7,A10:G10,No,5C,none,20180214,10:30,ProMix BX,ProMix BX,1,1,distal,24,20180219,8:30 AM,2/19/2018 8:30,20180221,11:24,2/21/2018 11:24,30,300,50.9,/iplant/home/jgustin/maizeData/coleoptileEmergence/20180221_Rack1_Camera1,,no,NA,yes,NA,
2858,yes,20180214_tray2,NA,2017_IBM_RILs,Set 5,10A-1775-02,M0081,IBM_RIL,20180124_013,7,A11:G11,No,5C,none,20180214,10:30,ProMix BX,ProMix BX,1,1,distal,24,20180219,8:30 AM,2/19/2018 8:30,20180221,11:24,2/21/2018 11:24,30,300,50.9,/iplant/home/jgustin/maizeData/coleoptileEmergence/20180221_Rack1_Camera1,,no,NA,yes,NA,
2859,yes,20180214_tray2,NA,2017_IBM_RILs,Set 5,10A-1756-03,M0066,IBM_RIL,20180131_104,7,A12:G12,No,5C,none,20180214,10:30,ProMix BX,ProMix BX,1,1,distal,24,20180219,8:30 AM,2/19/2018 8:30,20180221,11:24,2/21/2018 11:24,30,300,50.9,/iplant/home/jgustin/maizeData/coleoptileEmergence/20180221_Rack1_Camera1,,no,NA,yes,NA,
2860,yes,20180214_tray3,NA,2017_IBM_RILs,Set 5,10A-1762-04,M0356,IBM_RIL,20180131_122,7,A01:G01,No,5C,none,20180214,10:30,ProMix BX,ProMix BX,1,2,proximal,24,20180219,8:30 AM,2/19/2018 8:30,20180221,11:24,2/21/2018 11:24,30,300,50.9,/iplant/home/jgustin/maizeData/coleoptileEmergence/20180221_Rack1_Camera2,,no,NA,yes,NA,
2861,yes,20180214_tray3,NA,2017_IBM_RILs,Set 5,10A-1777-02,M0141,IBM_RIL,20180124_019,7,A02:G02,No,5C,none,20180214,10:30,ProMix BX,ProMix BX,1,2,proximal,24,20180219,8:30 AM,2/19/2018 8:30,20180221,11:24,2/21/2018 11:24,30,300,50.9,/iplant/home/jgustin/maizeData/coleoptileEmergence/20180221_Rack1_Camera2,,no,NA,yes,NA,
2862,yes,20180214_tray3,NA,2017_IBM_RILs,Set 5,10A-1794-02,M0059,IBM_RIL,20180125_014,7,A03:G03,No,5C,none,20180214,10:30,ProMix BX,ProMix BX,1,2,proximal,24,20180219,8:30 AM,2/19/2018 8:30,20180221,11:24,2/21/2018 11:24,30,300,50.9,/iplant/home/jgustin/maizeData/coleoptileEmergence/20180221_Rack1_Camera2,,no,NA,yes,NA,
2863,yes,20180214_tray3,NA,2017_IBM_RILs,Set 5,10A-1774-01,M0202,IBM_RIL,20180124_010,7,A04:G04,No,5C,none,20180214,10:30,ProMix BX,ProMix BX,1,2,proximal,24,20180219,8:30 AM,2/19/2018 8:30,20180221,11:24,2/21/2018 11:24,30,300,50.9,/iplant/home/jgustin/maizeData/coleoptileEmergence/20180221_Rack1_Camera2,,no,NA,yes,NA,
2864,yes,20180214_tray3,NA,2017_IBM_RILs,Set 5,10A-1810-01,M0005,IBM_RIL,20180125_054,7,A05:G05,No,5C,none,20180214,10:30,ProMix BX,ProMix BX,1,2,proximal,24,20180219,8:30 AM,2/19/2018 8:30,20180221,11:24,2/21/2018 11:24,30,300,50.9,/iplant/home/jgustin/maizeData/coleoptileEmergence/20180221_Rack1_Camera2,,no,NA,yes,NA,
